Nombre Buque;Cód UE;Pareja;Cód UE Pareja;Puerto Venta;Puerto Base;Trimestre;Trimestre Desembarco;Año;Año construcción;TRB;GT;Potencia CV;Potencia KW;Eslora total;Eslora PP;Zona;Metier;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;Kg Desembarcados;Kg Desemb Peso Vivo;Precio por Kg;Precio Total
Gure Itxaropena;ESP000025501;;;Hondarribia;Hondarribia;2;2;2019;2002;54,57;66,03;238,7;;21;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8675;8675;1,303104207;11304,429
Gure Itxaropena;ESP000025501;;;Hondarribia;Hondarribia;2;2;2019;2002;54,57;66,03;238,7;;21;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;12042,7;12042,7;1,28;15414,656
Gure Itxas Begi;ESP000026311;;;Bermeo;Bermeo;4;4;2020;2005;61,26;63;328;;21;;27.8.c;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;1,3;1,3;2,91;3,783
Gure Kantabriko;ESP000026895;;;Ondarroa;Ondarroa;3;3;2020;2006;238,06;432;590;;39;;27.8.abd;OTB_DEF_>=70_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;53,9;53,9;;
Gure Naiara (ex Ana Karina);ESP000025521;;;Bermeo;Bermeo;1;1;2019;2003;16,55;12,04;99;;13,35;;27.8.c;GTR_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;20,1;20,1;0,256517413;5,156
Gure Naiara (ex Ana Karina);ESP000025521;;;Bermeo;Bermeo;2;2;2019;2003;16,55;12,04;99;;13,35;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;176,5;176,5;0,170492918;30,092
Gure Naiara (ex Ana Karina);ESP000025521;;;Bermeo;Bermeo;3;3;2020;2003;16,55;12,04;99;;13,35;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;16,9;16,9;0,19;3,211
Handik;ESP000024416;;;Pasaia;Pasaia;1;1;2019;1999;14,63;14,27;140;;14,5;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1168;1168;1,15;1343,2
Hiru Anaiak;ESP000025496;;;Santurtzi;Santurtzi;3;3;2019;2003;19,95;23,74;181;;15,77;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;48,5;48,5;0,824742268;40
Hiru Anaiak;ESP000025496;;;Santurtzi;Santurtzi;4;4;2020;2003;19,95;23,74;181;;15,77;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;109,5;109,5;1,513150685;165,69
Ilunber eta Iskander;ESP000023573;;;Ondarroa;Santurtzi;1;1;2020;1997;4,9;5,32;50;;10,35;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;11414,8;11414,8;0,80498537;9188,747
Ilunber eta Iskander;ESP000023573;;;Santurtzi;Santurtzi;2;2;2019;1997;4,9;5,32;50;;10,35;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;170;170;2;340
Intxortamendi;ESP000025137;;;Ondarroa;Ondarroa;2;1;2019;2001;254;441;480;;40;;27.8.abd;OTB_DEF_>=70_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;147,5;147,5;;
Pittar;ESP000024561;;;Hondarribia;Hondarribia;4;4;2020;1999;128,64;139;500;;28;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;906,6;906,6;0,8;725,28
Playa del Astilleru;ESP000027558;;;Pasaia;Santurtzi;3;3;2019;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1054;1054;1,37;1443,98
Playa del Astilleru;ESP000027558;;;Pasaia;Santurtzi;1;1;2020;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;490;490;0,12;58,8
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;1;1;2019;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;22669,1;22669,1;1,544119484;35003,799
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;735,3;735,3;0,08;58,824
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;25439,6;25439,6;0,868192739;22086,476
Portosin Dos;ESP000025909;;;Ondarroa;Portosin;2;2;2019;2002;87,9;91,38;360;;23,45;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;88,6;88,6;2,314334086;205,05
Portosin Dos;ESP000025909;;;Ondarroa;Portosin;2;2;2019;2002;87,9;91,38;360;;23,45;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;7364,9;7364,9;1,633816617;12032,896
Portosin Dos;ESP000025909;;;Ondarroa;Portosin;2;2;2020;2002;87,9;91,38;360;;23,45;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1985,6;1985,6;0,976982272;1939,896
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Ondarroa;Portosin;1;1;2019;2000;77,52;124;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;845,3;845,3;0,84;710,052
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Ondarroa;Portosin;2;2;2019;2000;77,52;124;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;53980;53980;0,858082901;46319,315
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Ondarroa;Portosin;4;4;2019;2000;77,52;124;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;9871,9;9871,9;1,150281709;11355,466
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Pasaia;Portosin;1;1;2019;2000;77,52;124;420;;25,75;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4725,8;4725,8;1,315794998;6218,184
Pysbe Bat;ESP000027037;;;Ondarroa;Getaria;1;1;2020;2007;4,43;3,55;72;;10;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;7424;7424;0,794932651;5901,58
Pysbe Bat;ESP000027037;;;Pasaia;Getaria;1;1;2019;2007;4,43;3,55;72;;10;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;63;63;0,749873016;47,242
Pysbe Bat;ESP000027037;;;Pasaia;Getaria;1;1;2019;2007;4,43;3,55;72;;10;;27.8.c;GTR_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1,1;1,1;1,69;1,859
Pysbe Bat;ESP000027037;;;Pasaia;Getaria;4;4;2020;2007;4,43;3,55;72;;10;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;54,3;54,3;0,88519337;48,066
Saleta;ESP000023178;;;Ondarroa;Carreira;1;1;2019;;44,55;80,56;300;;22;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8386,4;8386,4;1,44;12076,416
Saleta;ESP000023178;;;Ondarroa;Carreira;2;2;2020;;44,55;80,56;300;;22;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;12245,3;12245,3;0,903690722;11065,964
San Adrian do Mar;ESP000013612;;;Ondarroa;Ares;2;2;2019;;44,96;41;328;;18,25;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8613,3;8613,3;1,239081188;10672,578
San Antonio Berria;ESP000025320;;;Hondarribia;Orio;2;2;2020;2001;145,09;179;600;;34,8;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;9106,9;9106,9;1,021408163;9301,862
San Fermin Berria;ESP000025996;;;Bermeo;Hondarribia;2;2;2020;2004;141,82;148;599;;33,3;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;5974;5974;1,243873452;7430,9
San Fermin Berria;ESP000025996;;;Hondarribia;Hondarribia;2;2;2019;2004;141,82;148;599;;33,3;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;48945,8;48945,8;1,007815543;49328,338
San Prudentzio Berria;ESP000024179;;;Getaria;Getaria;1;1;2019;1999;149,08;224;500;;36;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;56670,9;56670,9;1,631184612;92440,7
Nuevo Terreño;ESP000024141;;;Hondarribia;Colindres;4;4;2019;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;10417,1;10417,1;0,906943583;9447,722
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;4;4;2019;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;13691,5;13691,5;0,875094475;11981,356
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;4;4;2020;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;6624,9;6624,9;0,747314375;4950,883
Nuevo Tono;ESP000024737;;;Bermeo;Mundaka;1;1;2019;2001;2,09;1,61;8;;7,1;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3084;3084;1,281854734;3953,24
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;3;3;2019;1996;140;177;400;;32,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2145,2;2145,2;1,609763192;3453,264
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;4;4;2020;1996;140;177;400;;32,5;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;823;823;0,77;633,71
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;4;4;2020;1996;140;177;400;;32,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;20954,5;20954,5;0,597361474;12517,411
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;2;2;2019;;74,9;108,13;420;;26;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;11434,1;11434,1;1,466681418;16770,182
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;4;4;2019;;74,9;108,13;420;;26;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;4696,5;4696,5;0,753156606;3537,2
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;1;1;2020;;74,9;108,13;420;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;11601,1;11601,1;1,29;14965,419
O Capricho;ESP000024681;;;Ondarroa;Pontedeume;2;2;2019;2000;31;43,5;160;;19,9;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2725,5;2725,5;0,42189213;1149,867
O Capricho;ESP000024681;;;Ondarroa;Pontedeume;1;1;2020;2000;31;43,5;160;;19,9;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;771,4;771,4;2,448706248;1888,932
O Croito;ESP000026891;;;Getaria;Getaria;2;2;2019;2006;3,87;2,5;17,66;;8,1;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;324,6;324,6;1,38;447,948
O Oriente;ESP000023837;;;Ondarroa;Redondela;2;2;2019;1998;49,03;86,11;374;;22;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;18,4;18,4;2,4;44,16
O Oriente;ESP000023837;;;Ondarroa;Redondela;2;2;2019;1998;49,03;86,11;374;;22;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1090,5;1090,5;0,616056855;671,81
O Poche;ESP000025857;;;Ondarroa;Carreira;1;1;2019;2004;42,51;63,9;407;;18,15;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8578,1;8578,1;1,499831664;12865,706
O Poche;ESP000025857;;;Ondarroa;Carreira;2;2;2019;2004;42,51;63,9;407;;18,15;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;48,5;48,5;2,87;139,195
O Subrido;ESP000024486;;;Ondarroa;Cangas do Morrazo;2;2;2019;2000;49,6;83,26;394;;23,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;109635,4;109635,4;1,27122787;139371,576
Ollo do Mar;ESP000015855;;;Ondarroa;Foz;2;2;2019;;54,49;63,96;266;;21,38;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;13467,1;13467,1;1,370248383;18453,272
Ongi Etorri;ESP000026211;;;Hondarribia;Ondarroa;2;2;2019;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;7839,2;7839,2;1,19637986;9378,661
Ongi Etorri;ESP000026211;;;Hondarribia;Ondarroa;4;4;2020;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;10846,3;10846,3;0,477152577;5175,34
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;1;1;2020;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;267,7;267,7;3,337093762;893,34
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2020;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;9939,4;9939,4;1,405025655;13965,112
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2020;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;456,4;456,4;0,265841367;121,33
Nuevo Mar Gloria;ESP000024985;;;Ondarroa;San Vicente de la Barquera;4;4;2019;2000;74,95;105,93;365;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;42,8;42,8;0,1;4,28
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;1;1;2019;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1759,1;1759,1;0,51;897,141
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;1;1;2019;1998;49,89;82,7;255;;23,45;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1309,7;1309,7;3,902032527;5110,492
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;2;2;2020;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2701,4;2701,4;1,624228918;4387,692
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Pasaia;Portosin;2;2;2019;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;9548;9548;0,6;5728,8
Nuevo Panelo Villa;ESP000023803;;;Ondarroa;Laredo;4;4;2020;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;22,4;22,4;1;22,4
Nuevo Panelo Villa;ESP000023803;;;Pasaia;Laredo;2;2;2020;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;9254,7;9254,7;2,429481345;22484,121
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;1;1;2019;1993;75,9;75,57;420;;26;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;3024,8;3024,8;2,473362867;7481,428
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;1;1;2020;1993;75,9;75,57;420;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;76155,9;76155,9;0,893406105;68038,146
Nuevo Rober;ESP000022639;;;Hondarribia;Hondarribia;4;4;2020;1993;75,9;75,57;420;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;947,4;947,4;2,15;2036,91
Nuevo San Mateo;ESP000023783;;;Ondarroa;Aviles;2;2;2019;;59,16;75,61;300;;24;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;282,4;282,4;1,3;367,12
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;3;3;2019;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;199,5;199,5;0,334571429;66,747
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;3;3;2019;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;20842,3;20842,3;0,620093944;12924,184
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;3;3;2020;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1273;1273;1,37;1744,01
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;4;4;2020;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;16495,5;16495,5;0,850966021;14037,11
Nuevo Terreño;ESP000024141;;;Pasaia;Colindres;4;4;2019;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;761;761;0,25;190,25
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;1;1;2020;1996;140;177;400;;32,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;35237,6;35237,6;1,037650521;36564,314
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;4;4;2020;1996;140;177;400;;32,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;49,5;49,5;2,17;107,415
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;1;1;2019;;74,9;108,13;420;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9372,4;9372,4;1,563813751;14656,688
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;2;2;2019;;74,9;108,13;420;;26;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1079,4;1079,4;2,8;3022,32
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;4;4;2020;;74,9;108,13;420;;26;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;15647,2;15647,2;0,514662432;8053,026
O Capricho;ESP000024681;;;Ondarroa;Pontedeume;2;2;2019;2000;31;43,5;160;;19,9;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;365;365;3,04;1109,6
O Croito;ESP000026891;;;Getaria;Getaria;1;1;2019;2006;3,87;2,5;17,66;;8,1;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;10096;10096;1,106716521;11173,41
O Croito;ESP000026891;;;Getaria;Getaria;2;2;2020;2006;3,87;2,5;17,66;;8,1;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3392;3392;0,665035377;2255,8
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;4;4;2019;1996;140;177;400;;32,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;26600,3;26600,3;0,81632241;21714,421
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;1;1;2020;1996;140;177;400;;32,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;502,8;502,8;3,61;1815,108
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;4;4;2020;1996;140;177;400;;32,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;82,4;82,4;1,61;132,664
Nuevo Virgen Poderosa;ESP000024266;;;Ondarroa;Laredo;2;2;2019;;74,9;108,13;420;;26;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;8055;8055;1,94;15626,7
O Capricho;ESP000024681;;;Ondarroa;Pontedeume;2;2;2019;2000;31;43,5;160;;19,9;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;51142;51142;1,376204607;70381,856
O Capricho;ESP000024681;;;Ondarroa;Pontedeume;1;1;2020;2000;31;43,5;160;;19,9;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2942,6;2942,6;1,024905186;3015,886
O Oriente;ESP000023837;;;Ondarroa;Redondela;4;4;2020;1998;49,03;86,11;374;;22;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;19277,8;19277,8;0,709044497;13668,818
O Oriente;ESP000023837;;;Pasaia;Redondela;4;4;2020;1998;49,03;86,11;374;;22;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;929;929;0,498751346;463,34
O Poche;ESP000025857;;;Ondarroa;Carreira;2;2;2019;2004;42,51;63,9;407;;18,15;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;61891,2;61891,2;1,506181557;93219,384
O Poche;ESP000025857;;;Ondarroa;Carreira;1;1;2020;2004;42,51;63,9;407;;18,15;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;56397,6;56397,6;1,105444664;62344,426
O Poche;ESP000025857;;;Ondarroa;Carreira;4;4;2020;2004;42,51;63,9;407;;18,15;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;66,9;66,9;4,02;268,938
O Titan;ESP000027744;;;Ondarroa;Portosin;2;2;2019;2016;75,21;78;316,18;;23;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;10200;10200;1,689606078;17233,982
O Titan;ESP000027744;;;Ondarroa;Portosin;2;2;2019;2016;75,21;78;316,18;;23;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;27,1;27,1;1,7;46,07
O Titan;ESP000027744;;;Ondarroa;Portosin;2;2;2020;2016;75,21;78;316,18;;23;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;11373,9;11373,9;0,807445555;9183,805
O Viscaya (ex Nolito Persebello);ESP000023474;;;Ondarroa;Cambados;2;2;2019;1997;44,91;66,61;195;;19,4;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;56550,2;56550,2;1,31303601;74252,449
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;1;1;2019;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6220,9;6220,9;0,623949911;3881,53
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;2;2;2019;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3792,3;3792,3;1,4;5309,22
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2019;2004;149;186;1000;;33;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;10651,5;10651,5;0,710929165;7572,462
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2019;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;13719,1;13719,1;0,710452508;9746,769
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2020;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;14237,2;14237,2;1,284301408;18284,856
Os Xuxos (ex Marino y Jose);ESP000024253;;;Ondarroa;Camariñas;4;4;2020;1999;23,85;54,27;145;;17,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;22143;22143;0,574903446;12730,087
Os Xuxos (ex Marino y Jose);ESP000024253;;;Pasaia;Camariñas;4;4;2019;1999;23,85;54,27;145;;17,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;12860,4;12860,4;0,800136543;10290,076
Otero;ESP000027719;;;Ondarroa;Mutriku;2;2;2019;2015;879;6,99;35;;9,99;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4148;4148;1,15;4770,2
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;2;2;2019;1987;149;192;750;;34,4;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;2030;2030;1,44;2923,2
