Nombre Buque;Cód UE;Pareja;Cód UE Pareja;Puerto Venta;Puerto Base;Trimestre;Trimestre Desembarco;Año;Año construcción;TRB;GT;Potencia CV;Potencia KW;Eslora total;Eslora PP;Zona;Metier;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;Kg Desembarcados;Kg Desemb Peso Vivo;Precio por Kg;Precio Total
O Poche;ESP000025857;;;Pasaia;Carreira;4;4;2020;2004;42,51;63,9;407;;18,15;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1542;1542;0,53;817,26
O Subrido;ESP000024486;;;Ondarroa;Cangas do Morrazo;2;2;2019;2000;49,6;83,26;394;;23,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;369,1;369,1;0,9;332,19
O Viscaya (ex Nolito Persebello);ESP000023474;;;Ondarroa;Cambados;2;2;2019;1997;44,91;66,61;195;;19,4;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;41491,2;41491,2;0,822639451;34132,298
O Viscaya (ex Nolito Persebello);ESP000023474;;;Ondarroa;Cambados;2;2;2019;1997;44,91;66,61;195;;19,4;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;114,2;114,2;1,02;116,484
Ongi Etorri;ESP000026211;;;Bermeo;Ondarroa;2;2;2019;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;7995;7995;1,942439024;15529,8
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;1;1;2019;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8008,4;8008,4;0,722899331;5789,267
Ongi Etorri;ESP000026211;;;Ondarroa;Ondarroa;4;4;2020;2004;149;186;1000;;33;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;30032,9;30032,9;0,54109743;16250,725
Oskarbi;ESP000023089;;;Ondarroa;Bermeo;1;1;2020;1995;93;117,6;420;;27,55;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;7420,9;7420,9;0,806676414;5986,265
Ostarte (ex Krexal);ESP000026620;;;Ondarroa;Hondarribia;1;1;2020;2006;41,44;52;250;;18;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;75081,1;75081,1;0,820117686;61575,338
Ostarte (ex Krexal);ESP000026620;;;Pasaia;Hondarribia;4;4;2020;2006;41,44;52;250;;18;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;19;19;1,454210526;27,63
Otero;ESP000027719;;;Pasaia;Mutriku;4;4;2019;2015;879;6,99;35;;9,99;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;8,6;8,6;0,2;1,72
Otzarri Berria;ESP000024947;;;Bermeo;Bermeo;1;1;2019;2001;89,02;85;420;;25;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;71460;71460;1,32733991;94851,71
Otzarri Berria;ESP000024947;;;Bermeo;Bermeo;2;2;2020;2001;89,02;85;420;;25;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8400;8400;0,694457143;5833,44
Padilla Anaiak;ESP000024222;;;Hondarribia;Hondarribia;1;1;2020;1999;8,34;6,94;40;;11,3;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;27569,2;27569,2;0,851285202;23469,252
Pasa Aqui;ESP000100081;;;Ondarroa;A Coruña;2;2;2020;2019;52,16;62,83;175;;22;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2217,8;2217,8;1,384174858;3069,823
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;1;1;2019;1987;149;192;750;;34,4;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4112,1;4112,1;1,291877873;5312,331
Pittar;ESP000024561;;;Hondarribia;Hondarribia;2;2;2020;1999;128,64;139;500;;28;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;22120;22120;0,883619846;19545,671
Pittar;ESP000024561;;;Ondarroa;Hondarribia;2;2;2019;1999;128,64;139;500;;28;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2614;2614;1,816164499;4747,454
Playa de Covas;ESP000024730;;;Ondarroa;Celeiro;2;2;2019;2000;39,2;80;280;;21,3;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;52854,3;52854,3;0,975624632;51565,957
Playa del Astilleru;ESP000027558;;;Bermeo;Santurtzi;1;1;2020;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;401,3;401,3;4,56757538;1832,968
Playa del Astilleru;ESP000027558;;;Ondarroa;Santurtzi;3;3;2020;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;273,1;273,1;0,530080557;144,765
Playa del Astilleru;ESP000027558;;;Santurtzi;Santurtzi;2;2;2019;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;84;84;2;168
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;8,2;8,2;1,2;9,84
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;42514;42514;0,759595663;32293,45
San Antonio Berria;ESP000025320;;;Bermeo;Orio;2;2;2020;2001;145,09;179;600;;34,8;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6499;6499;0,811532543;5274,15
San Fermin Berria;ESP000025996;;;Hondarribia;Hondarribia;1;1;2019;2004;141,82;148;599;;33,3;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;46212;46212;1,210810179;55953,96
San Prudentzio Berria;ESP000024179;;;Getaria;Getaria;2;2;2019;1999;149,08;224;500;;36;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;26453,6;26453,6;1,018573427;26944,934
San Prudentzio Berria;ESP000024179;;;Getaria;Getaria;3;3;2019;1999;149,08;224;500;;36;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;11728,9;11728,9;0,492586006;5777,492
San Roque Divino;ESP000023834;;;Ondarroa;Colindres;1;1;2019;1998;99,02;133;300;;29;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3657;3657;1,28;4680,96
San Roque Divino;ESP000023834;;;Ondarroa;Colindres;1;1;2020;1998;99,02;133;300;;29;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;38687;38687;1,042402357;40327,42
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;1;1;2020;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;1728,8;1728,8;0,15;259,32
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;2;2;2020;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;25788,9;25788,9;1,122854639;28957,186
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;4;4;2020;1998;117,6;194;426;;31,2;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;4239,8;4239,8;0,869130619;3684,94
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;4;4;2020;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;48738,7;48738,7;0,596337818;29064,73
Santana Berria;ESP000024170;;;Getaria;Getaria;2;2;2019;1998;149,35;236;660;;36;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;38248,5;38248,5;1,164854622;44553,942
Santana Berria;ESP000024170;;;Getaria;Getaria;2;2;2019;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;68148,8;68148,8;1,861377251;126850,626
Santana Berria;ESP000024170;;;Getaria;Getaria;4;4;2019;1998;149,35;236;660;;36;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;44316;44316;0,955400691;42339,53704
Santana Berria;ESP000024170;;;Getaria;Getaria;4;4;2019;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;8040,2;8040,2;0,947038631;7614,38
Santana Berria;ESP000024170;;;Getaria;Getaria;2;2;2020;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;120;120;0,49;58,8
Santana Berria;ESP000024170;;;Getaria;Getaria;4;4;2020;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;27699,1;27699,1;0,811492489;22477,6116
Sempre Galaico;ESP000026217;;;Ondarroa;Cambados;1;1;2020;2004;74,96;124;395;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;50771,3;50771,3;0,957169858;48596,758
Sempre Galaico;ESP000026217;;;Ondarroa;Cambados;4;4;2020;2004;74,96;124;395;;26;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;12839,4;12839,4;0,711570011;9136,132
Sempre Galaico;ESP000026217;;;Pasaia;Cambados;4;4;2020;2004;74,96;124;395;;26;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;783;783;3,681736909;2882,8
Sempre Güeto (ex San Xiao Primero);ESP000025562;;;Ondarroa;Portosin;2;2;2019;2003;49;79;365;;22;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;36,1;36,1;1,77;63,897
Serenin ( ex Minchos Quinto);ESP000024283;;;Pasaia;Celeiro;4;4;2019;1999;149;238;500;;30;;27.8.c;OTB_DEF_>=55_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;4443;4443;0,099191087;440,706
Siempre Landera (ex Ama Antiguakoa - ex Aitxetxu);ESP000023552;;;Getaria;Santoña;4;4;2020;1997;;106,46;316;;28,41;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1200;1200;0,8;960
Siempre Landera (ex Ama Antiguakoa - ex Aitxetxu);ESP000023552;;;Ondarroa;Santoña;3;3;2019;1997;;106,46;316;;28,41;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;21,4;21,4;1,7;36,38
Siempre Landera (ex Ama Antiguakoa - ex Aitxetxu);ESP000023552;;;Ondarroa;Santoña;3;3;2020;1997;;106,46;316;;28,41;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;310,6;310,6;1,37947199;428,464
Nuevo Horizonte Abierto;ESP000023830;;;Hondarribia;Hondarribia;4;4;2020;1998;112,69;144;320;;30;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;11083,4;11083,4;0,746891658;8278,099
Nuevo Horizonte Txiki;ESP000026232;;;Pasaia;Pasaia;2;2;2019;2005;3,86;3,28;37;;8;;27.8.c;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;125;125;0,199328;24,916
Nuevo Horizonte Txiki;ESP000026232;;;Pasaia;Pasaia;1;1;2020;2005;3,86;3,28;37;;8;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1871,8;1871,8;0,745041137;1394,568
Nuevo Horizonte Txiki;ESP000026232;;;Pasaia;Pasaia;3;3;2020;2005;3,86;3,28;37;;8;;27.8.abd;GNS_DEF_60-79_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;483,6;483,6;0,204199475;98,75086614
Nuevo Libe;ESP000023484;;;Hondarribia;Santoña;2;2;2019;1997;142,26;194;740;;34,4;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;897,2;897,2;2,071149131;1858,235
Nuevo Libe;ESP000023484;;;Pasaia;Santoña;1;1;2020;1997;142,26;194;740;;34,4;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;19140,5;19140,5;1,57256289;30099,64
Nuevo Luz Alba;ESP000024282;;;Ondarroa;Santander;3;3;2019;1999;50,8;83,4;200;;23,45;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;21,5;21,5;2,401953488;51,642
Nuevo Mar Gloria;ESP000024985;;;Hondarribia;San Vicente de la Barquera;4;4;2019;2000;74,95;105,93;365;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;1283,8;1283,8;0,137786152;176,8898615
Nuevo Mar Gloria;ESP000024985;;;Ondarroa;San Vicente de la Barquera;2;2;2019;2000;74,95;105,93;365;;25,75;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;64;64;1,72953125;110,69
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Ondarroa;Portosin;1;1;2019;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;68000,2;68000,2;0,743717754;50572,956
Nuevo Maria Javier (ex J Teresa);ESP000024009;;;Pasaia;Portosin;1;1;2019;1998;49,89;82,7;255;;23,45;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9806,5;9806,5;1,480640901;14519,905
Nuevo Maxi y Mario (ex Nueva Amaya);ESP000025194;;;Pasaia;Santoña;4;4;2019;2002;9,9;8,08;85;;11,75;;27.8.c;GNS_DEF_>=100_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;10,7;10,7;0,14;1,498
Nuevo Miñones;ESP000100164;;;Pasaia;Camariñas;4;4;2020;2020;;67,91;190;;20,2;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;8236;8236;0,56157965;4625,17
Nuevo Panelo Villa;ESP000023803;;;Getaria;Laredo;1;1;2020;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;19970,8;19970,8;0,83;16575,764
Nuevo Panelo Villa;ESP000023803;;;Getaria;Laredo;2;2;2020;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;6667;6667;3,17;21134,39
Nuevo Panelo Villa;ESP000023803;;;Ondarroa;Laredo;1;1;2019;1998;112,69;141;375;;30;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;142;142;3,85;546,7
Nuevo Panelo Villa;ESP000023803;;;Ondarroa;Laredo;1;1;2019;1998;112,69;141;375;;30;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;14465,1;14465,1;1,198421649;17335,289
Nuevo Panelo Villa;ESP000023803;;;Pasaia;Laredo;1;1;2019;1998;112,69;141;375;;30;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8284;8284;2,979036094;24678,335
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;3;3;2019;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;6858,7;6858,7;1,704339744;11689,555
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;1;1;2020;1999;108,69;116,9;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;19266;19266;0,886124208;17072,069
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;1;1;2020;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;15600,2;15600,2;0,374295137;5839,079
Nuevo Terreño;ESP000024141;;;Ondarroa;Colindres;3;3;2020;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;556;556;0,351370504;195,362
Nuevo Terreño;ESP000024141;;;Pasaia;Colindres;4;4;2020;1999;108,69;116,9;420;;25,75;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;15808;15808;0,68346913;10804,28
Nuevo Torre Quitina;ESP000023225;;;Ondarroa;Colindres;1;1;2019;1996;140;177;400;;32,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9526,7;9526,7;1,302459089;12408,137
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;4;4;2019;1987;149;192;750;;34,4;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;59508;59508;0,869438328;51738,536
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;2;2;2020;1987;149;192;750;;34,4;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;3363,2;3363,2;2,43;8172,576
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;3;3;2020;1987;149;192;750;;34,4;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;182,2;182,2;0,5;91,1
Pedro Jose Berria;ESP000015219;;;Getaria;Getaria;4;4;2020;1987;149;192;750;;34,4;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4032,2;4032,2;0,897289817;3618,052
Pittar;ESP000024561;;;Hondarribia;Hondarribia;1;1;2020;1999;128,64;139;500;;28;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;100784,9;100784,9;0,885409878;89235,946
Playa de Covas;ESP000024730;;;Ondarroa;Celeiro;2;2;2019;2000;39,2;80;280;;21,3;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;86021,6;86021,6;1,463394566;125883,542
Playa de Covas;ESP000024730;;;Ondarroa;Celeiro;1;1;2020;2000;39,2;80;280;;21,3;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;57866,3;57866,3;0,969580015;56106,008
Playa del Astilleru;ESP000027558;;;Ondarroa;Santurtzi;2;2;2019;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;138,1;138,1;1,24;171,244
Playa del Astilleru;ESP000027558;;;Ondarroa;Santurtzi;2;2;2020;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4394;4394;1,260564634;5538,921
Playa del Astilleru;ESP000027558;;;Pasaia;Santurtzi;3;3;2019;2014;23,77;25,12;115;;14,99;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;521,8;521,8;1,221241855;637,244
Porto de Aguiño;ESP000024381;;;Hondarribia;Santa Uxia de Ribeira;2;2;2019;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1149,3;1149,3;1,879605847;2160,231
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;1;1;2019;;49,18;90,44;250;;23,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;6208,3;6208,3;2,942223797;18266,208
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;98,3;98,3;2,436327569;239,491
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;1;1;2020;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;639,3;639,3;0,977767871;625,087
Porto de Aguiño;ESP000024381;;;Ondarroa;Santa Uxia de Ribeira;2;2;2020;;49,18;90,44;250;;23,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;16314;16314;0,791747456;12916,568
Porto de Aguiño;ESP000024381;;;Pasaia;Santa Uxia de Ribeira;4;4;2019;;49,18;90,44;250;;23,5;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;72;72;1,388472222;99,97
Portosin Dos;ESP000025909;;;Ondarroa;Portosin;2;2;2019;2002;87,9;91,38;360;;23,45;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;51,8;51,8;1,987567568;102,956
Portosin Dos;ESP000025909;;;Ondarroa;Portosin;1;1;2020;2002;87,9;91,38;360;;23,45;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;4971;4971;2,214211225;11006,844
Pozik Bizi;ESP000027711;;;Pasaia;Getaria;3;3;2020;2015;4,15;3,29;20;;8,55;;27.8.abd;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;1;1;;
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Ondarroa;Portosin;1;1;2019;2000;77,52;124;420;;25,75;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;13548,3;13548,3;1,34695888;18249,003
Punta Cancelada (ex Pla das Furnas ex  S Ratonero);ESP000024556;;;Pasaia;Portosin;4;4;2019;2000;77,52;124;420;;25,75;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;4412;4412;0,83;3661,96
Pysbe Bat;ESP000027037;;;Getaria;Getaria;2;2;2019;2007;4,43;3,55;72;;10;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1100,5;1100,5;1,326683326;1460,015
Pysbe Bat;ESP000027037;;;Lekeitio;Getaria;1;1;2020;2007;4,43;3,55;72;;10;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1697;1697;0,75;1272,75
Pysbe Bat;ESP000027037;;;Pasaia;Getaria;1;1;2020;2007;4,43;3,55;72;;10;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;137,5;137,5;2,966421818;407,883
San Prudentzio Berria;ESP000024179;;;Getaria;Getaria;1;1;2020;1999;149,08;224;500;;36;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1723;1723;2,421865351;4172,874
San Prudentzio Berria;ESP000024179;;;Getaria;Getaria;2;2;2020;1999;149,08;224;500;;36;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;14770;14770;0,77;11372,9
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;1;1;2019;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;56900,7;56900,7;1,293946437;73626,458
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;4;4;2019;1998;117,6;194;426;;31,2;;27.8.abd;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;109,6;109,6;0,45;49,32
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;1;1;2020;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1736,2;1736,2;1,64054026;2848,306
Santa Luzia Hiru;ESP000024178;;;Getaria;Getaria;2;2;2020;1998;117,6;194;426;;31,2;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;6299,6;6299,6;0,769203759;4845,676
Santana Berria;ESP000024170;;;Getaria;Getaria;1;1;2019;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;33259,3;33259,3;3,110875094;103465,528
Santana Berria;ESP000024170;;;Getaria;Getaria;2;2;2019;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3174,5;3174,5;1,36;4317,32
Santana Berria;ESP000024170;;;Getaria;Getaria;1;1;2020;1998;149,35;236;660;;36;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;16403,4;16403,4;0,947974932;15550,012
Santiño do Mar;ESP000027587;;;Ondarroa;Malpica de Bergantiños;2;2;2019;2015;62,67;56,22;453;;21;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;7989,2;7989,2;1,008722275;8058,884
Segunda Romina;ESP000027056;;;Ondarroa;Portosin;2;2;2019;2007;80,82;81,84;500;;23;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;101;101;1,08;109,08
Sempre Galaico;ESP000026217;;;Getaria;Cambados;2;2;2019;2004;74,96;124;395;;26;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;2129,8;2129,8;2,108741196;4491,197
Sempre Galaico;ESP000026217;;;Ondarroa;Cambados;4;4;2019;2004;74,96;124;395;;26;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;19588,5;19588,5;0,758112107;14850,279
