Código,Buque,Folio,Código UE,Código MMSI,Código Radio,Baja,Fecha baja,Observaciones,Año construcción,Fecha metier,Metier principal,Metier secundario,Fecha puerto base,Puerto base,Fecha características técnicas,TRB,GT,Eslora,Potencia,Caladero principal,Tipo pesca principal,Segmento,Varios,CensoPorModalidad,Notas
2127,Pors Piron,LO 184928,FRA000184928,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Lorient,,,,,,,,,,,
2506,Port of Ayr,FD527,GBR000B13822,,,FALSO,,,1974,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Fleetwood,01/01/2019,,254,31.12,,,,,,Pabellón extranjero,
1092,Porto de Aguiño,3VILL15-99,ESP000024381,224106650,EA3872,FALSO,,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Santa Uxia de Ribeira,01/01/2019,49.18,90.44,23.5,250,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1093,Portosin,3CO73552,ESP000014176,,,VERDADERO,04/03/2004,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,59.22,62.18,18.72,360,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2265,Portosin Dos,3CO73-02,ESP000025909,224101980,EA7122,FALSO,,,2002,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,87.9,91.38,23.45,360,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
1453,Portuzarra Primero,3ST11-92,ESP000022468,224217140,,FALSO,,ESP000022468,1992,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Santurtzi,01/01/2019,8.16,9.1,11.38,60,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
1358,Porvenir Numero Cuatro,3VILL14133,ESP000004496,,,VERDADERO,20/02/2012,,1969,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Santa Uxia de Ribeira,01/01/2019,32.95,32.58,17.4,209,CANTABRICO-NOROESTE,CERCO,CERCO,CERCO,CERCO EN CANTABRICO NW,
1951,Postigu,3XXX0370,,,,VERDADERO,31/12/1995,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1095,Potero,3XXX0781,,,,VERDADERO,31/12/2000,baja por cese de ventas. No se encuentra en el censo,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1096,Pottoko,BA 244034,FRA000344024,,,VERDADERO,16/07/2007,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
1097,Potxolo,3SS12386,ESP000014514,,,VERDADERO,17/03/2011,,1983,01/01/2019,GNS_DEF_60-79_0_0,FPO,01/01/2019,Getaria,01/01/2019,2.48,2.31,7.1,37,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1391,Pour Vouyeuse,3XXX0810,,,,VERDADERO,31/12/2001,Baja por cese de ventas. No aparece en el censo,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Concarneau,,,,,,,,,,,
2666,Pozik Bizi,3SS31-15,ESP000027711,,,FALSO,,,2015,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Getaria,01/01/2019,4.15,3.29,8.55,20,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
2568,Praia Maior,3CO33-11,ESP000027439,225909850,,FALSO,,,2011,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Malpica de Bergantiños,01/01/2019,44.13,43.11,20.5,310,CERCO EN CANTABRICO NW,CERCO,Bajura,,CERCO EN CANTABRICO NW,
1098,Primauguet,BA 316140,FRA000316140,,,VERDADERO,02/03/2005,Tiene asignadas ventas en 2008,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
2804,Primrose,DA93,FRA000753357,,EIFB9,FALSO,,,1991,,,,,,,,,,,,,,,,
1953,Promontorio Segundo,3ST42451,ESP000003903,,,VERDADERO,01/02/2000,,,,,,01/01/2019,Santander,,,,,,,,,,,
2276,Proseland,3XXX0888,,,,VERDADERO,31/12/2008,Baja por cese de ventas . No aparece en el censo,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Francia,,,,,,,,,,,
1099,Puddy,3XXX0752,,,,VERDADERO,31/12/2000,Baja por cese de ventas. No aparece en censo,,,,,01/01/2019,Irlanda,01/01/2019,,,,,,,,,Pabellón extranjero,
1954,Puerta del Cielo,3ST42256,ESP000010614,,,VERDADERO,10/01/2001,,,,,,01/01/2019,Santoña,,,,,,,,,,,
1955,Puerto de Aguiño,3VILL14248,ESP000004481,,,VERDADERO,27/01/2000,,,,,,01/01/2019,Santa Uxia de Ribeira,,,,,,,,,,,
1100,Pumaresa,3VI59957,ESP000003262,,,VERDADERO,31/12/2005,Baja por venta a Ceuta,1975,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Santander,01/01/2019,138.62,138,25.95,420,Cantabrico Noroeste,Arrastre de Fondo,Arrastre de Fondo,Arrastre de Fondo,ARRASTRE DE FONDO EN CANTABRICO NW,
1183,Punta Cancelada (ex Pla das Furnas ex  S Ratonero),3GI61-00,ESP000024556,224949000,EADY,FALSO,,Entrada en servicion 17/4/2000,2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,77.52,124,25.75,420,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1101,Punta de San Martin,3ST42477,ESP000003904,,,VERDADERO,19/11/2003,,1975,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Ceuta,01/01/2019,142.83,136,28.5,500,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2738,Punta del Este,3CO12608,ESP000015702,,,FALSO,,,1989,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Malpica de Bergantiños,01/01/2019,31.39,34,17.5,299,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
2594,Punta do Castro,3FE23-93,ESP000022656,224116380,EA2349,FALSO,,,1993,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Burela,01/01/2019,75.9,152,25.7,220,PALANGRE DE SUPERFICIE CALADERO NACIONAL,,,,PALANGRE DE SUPERFICIE CALADERO NACIONAL,
1103,Punta Gabeira,3FE32-93,ESP000022551,,,VERDADERO,31/05/2011,,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Cariño,01/01/2019,98.54,163.8,25.26,316,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.,Palangre de Fondo,Palangre de Fondo,,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde,
2691,Punta Mendia,3GI13-97,ESP000023736,,,FALSO,,,1997,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Llanes,01/01/2019,4.74,3.88,9.25,50,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
1104,Punta Purrustarri,3SS12160,ESP000009542,,,VERDADERO,13/03/2003,A la pareja con el Ramon,,01/01/2019,PTB_MPD_>=55_0_0,,,,01/01/2019,256.43,265.4,38.6,1000,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2610,Punta Vixia,3VI45-01,ESP000025109,227275010,FIKF,FALSO,,a fecha 14ABR2014 en censo nacional aparece como exportado a Francia,2001,01/01/2019,OTB_DEF_>=70_0_0,PTB,01/01/2019,Bayonne,01/01/2019,190.21,324,36,975,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIa",ARRASTRE DE FONDO,Altura,,Pabellón extranjero,
1105,Puruncela,3FE23-97,ESP000023574,,,VERDADERO,11/08/2011,,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Celeiro,01/01/2019,242.5,378,37,732,"Zona CIEM Vb, VI, VII y VIIIabd",Palangre de Fondo,Palangre de Fondo,Palangre de Fondo,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1106,Putz Ontzi,3XXX0371,,,,VERDADERO,31/12/1998,Baja por cese de ventas,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
2589,Pysbe Bat,3GI81-07,ESP000027037,,,FALSO,,,2007,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Getaria,01/01/2019,4.43,3.55,10,72,ARTES MENORES EN CANTABRICO NW,Artes Menores,Bajura,,ARTES MENORES EN CANTABRICO NW,
2601,Queen of Cave,G 205,IRL000I11009,,,VERDADERO,13/01/1999,"Error en la asignacion de barcos. Este barco (G205) está desguazado en 1999, pero aparece en la importacion de N1V de 2013.
Doy de baja asumiendo error en el envio de las cofradias (IAI)",1987,01/01/2019,UNK_0_0_0,,01/01/2019,Galway,01/01/2019,,4.59,7.92,10.45,,,,,Pabellón extranjero,
2706,Rachel Jay,S448,GBR000B11597,,EI8447,FALSO,,En censo europeo 3er metier GNS,1990,01/01/2019,OTB_DEF_>=70_0_0,OTM_LPF_<=70_0_0,01/01/2019,Skibbereen,01/01/2019,,276,26.52,570,,,,,Pabellon extranjero,
1109,Rafael,3ST42594,ESP000021897,,,VERDADERO,10/06/2015,,,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Burela,01/01/2019,113.61,180.33,25.12,420,ARRASTRE DE FONDO EN CANTABRICO NW,Arrastre de Fondo,Arrastre de Fondo,,ARRASTRE DE FONDO EN CANTABRICO NW,
1110,Rafael (TXI o PLB),3XXX0643,,,,VERDADERO,31/12/1999,baja por desaparicion de la BD,,,,,01/01/2019,Donostia,01/01/2019,,,,,,,,,,
2395,Raigerjuan Segundo,3GI41-02,ESP000025220,224041990,EA3764,FALSO,,,2002,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,El Musel-Gijon,01/01/2019,26.38,43.38,16.4,90,PALANGRE DE FONDO EN CANTABRICO NW,,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
1956,Raimundo,3XXX0373,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1112,Ramon,3GI41815,ESP000007594,,,VERDADERO,08/11/2006,Faenaba con el Nuevo Hermanos Arias y antes con el Punta Purrustarri,1969,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Pasaia,01/01/2019,246.66,335,36.8,1200,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1108,Raphael (3XXX0692),3XXX0692,,,,VERDADERO,31/12/1999,baja por cese de ventas. No se ientifica en el censo,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2192,Raul Primero,3FE23007,ESP000022078,224103970,EADZ,FALSO,,,1991,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Burela,01/01/2019,166.65,260,33.5,430,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",PALANGRE DE FONDO,PALANGRE DE FONDO,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
2680,Rebalo (ex Druida Tercero),3VILL110-01,ESP000025151,,,FALSO,,,2002,01/01/2019,GNS_DEF_60-79_0_0,GTR_DEF_60-79_0_0,01/01/2019,Santoña,01/01/2019,4.75,3.13,9.2,24,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
2380,Regino Jesus,3GI85-95,ESP000023046,224081130,EA9346,FALSO,,,1995,01/01/2019,GNS_DEF_80-99_0_0,LHM_SPF_0_0_0,01/01/2019,Puerto de Vega,01/01/2019,41.63,86.23,20,150,VOLANTA EN CANTABRICO NW,,Bajura,,VOLANTA EN CANTABRICO NW,
1114,Reina Consuelo,3FE42-91,ESP000022043,224048880,EA2773,FALSO,,,1991,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Ares,01/01/2019,49.11,64.5,22.5,185,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1115,Reina del Cielo,3BI22439,ESP000007816,,,VERDADERO,05/11/2002,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Bermeo,01/01/2019,96.54,93.92,27.15,443,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1957,Reina Txiki,3SS31414,ESP000015933,,,VERDADERO,31/12/1998,Error en la asignación?. Este barcos paso a lista 7ª en 1991 y posteriormente se retira del censo,,,,,01/01/2019,Orio,,,,,,,,,,,
1958,Reme,3XXX0470,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1959,Remi,3XXX0375,,,,VERDADERO,31/12/1995,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1960,Renacer,3ST21335,ESP000003872,,,VERDADERO,17/03/1994,error en la asignacion de codigos. Buque desguazado el 17/3/94,,,,,01/01/2019,Laredo,,,,,,,,,,,
2677,Rene Segundo,3CO24-94,ESP000022907,,EB3484,FALSO,,,1994,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Camariñas,01/01/2019,17,19.33,14.4,110,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
1118,Rescator,AC 905425,FRA000905425,,,VERDADERO,31/12/2000,"Baja por cese de ventas. Dudas con la identidad del barcos, hay varios rescator",,,,,01/01/2019,Arcachon,01/01/2019,,,,,,,,,Pabellón extranjero,
2698,Rey de Olaya,3GI62-04,ESP000026134,224299000,ECHF,FALSO,,,2004,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Luanco,01/01/2019,149.9,336,32.6,300,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",,24<40,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1119,Rey Pescador,3ST45-98,ESP000024169,,,VERDADERO,11/12/2014,,1999,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Bermeo,01/01/2019,53.11,93.59,24.8,400,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1120,Rianxo,3CO73496,ESP000011280,,,VERDADERO,05/09/2002,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,49.04,53.4,19.15,280,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1963,Ribes,3XXX0376,,,,VERDADERO,31/12/1995,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1123,Rio Centiño,3VI11900,ESP000010459,,,VERDADERO,09/06/2004,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,48.24,48.6,19.13,280,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1422,Riobao Uno,3CO12-97,ESP000023864,224052450,EA3401,FALSO,,Entrada en servicio 12/5/98,1997,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Sada,01/01/2019,32,39.26,20.5,150,CERCO EN CANTABRICO NW,CERCO,Bajura,,CERCO EN CANTABRICO NW,
1125,Rionovo Dos,3VI11976,ESP000021390,224042780,EA6799,FALSO,,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portonovo,01/01/2019,49.33,57.5,20.5,365,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
2555,Rivera Tercero,3CO12593,ESP000013406,224030890,EA7573,FALSO,,,1984,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Cariño,01/01/2019,23.33,23.11,17.2,160,CERCO EN CANTABRICO NW,CERCO,Bajura,,CERCO EN CANTABRICO NW,
2571,Roaz,L-2059-C,PRT000022828,263414760,,FALSO,,,2004,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Leixoes,01/01/2019,,260,32,670,,,,,Pabellón extranjero,
1126,Robin,K847,GBR000A12053,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Escocia,01/01/2019,,,,,,,,,Pabellón extranjero,
1127,Rodas,3XXX0678,,,,VERDADERO,31/12/1998,Baja port cese de ventas. lo localizo el barco (IAI),,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2534,Roisin Bairbre,G777,GBR000C17371,,,FALSO,,,2010,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Galway,01/01/2019,,42.5,13.89,224,,,,,Pabellón extranjero,
2618,Rokillo (ex Sara del Mar),3GI82-01,ESP000025104,224314730,,FALSO,,,2001,01/01/2019,GNS_DEF_60-79_0_0,GTR_DEF_60-79_0_0,01/01/2019,Santurtzi,01/01/2019,,4.46,9.61,44.15,ARTES MENORES EN CANTABRICO NW,,Artesnal,,ARTES MENORES EN CANTABRICO NW,
1129,Romina Segundo,3CO74-94,ESP000022960,224077240,EA3225,FALSO,,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,44.53,56.74,23,170,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
2260,Romu,3BI32-02,ESP000025390,224233670,,FALSO,,,2002,01/01/2019,FPO_CRU_0_0_0,,01/01/2019,Armintza,01/01/2019,5.53,3.71,8.03,25,ARTES MENORES EN CANTABRICO NW,,Artes Menores,,ARTES MENORES EN CANTABRICO NW,
2260,Romu,3BI32-02,ESP000025390,224233670,,FALSO,,,2002,01/01/2019,FPO_CRU_0_0_0,,06/08/2019,Santoña,01/01/2019,5.53,3.71,8.03,25,ARTES MENORES EN CANTABRICO NW,,Artes Menores,,ARTES MENORES EN CANTABRICO NW,
2186,Roncevaux,BA 726731,FRA000726731,,,VERDADERO,31/12/2005,Baja por cese de ventas,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Bayonne,,,,,,,,,,,
2290,Ronsard,BA 683777,FRA000683777,227917000,FVHI,FALSO,,,1988,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,273,32.8,736,,,,,Pabellón extranjero,
2370,Ronsel Dous,3CO61-10,ESP000027381,,,FALSO,,,2010,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Malpica de Bergantiños,01/01/2019,4.98,3.36,8.5,42,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
2718,Rosa dos Mares,3FE32-04,ESP000026097,,,FALSO,,,2004,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Cariño,01/01/2019,9.87,6.77,11.8,95,PALANGRE DE FONDO EN CANTABRICO NW,,,,PALANGRE DE FONDO EN CANTABRICO NW,
2419,Rosa Los Mares,3GI82-97,ESP000023553,224056870,EA3065,FALSO,,,1997,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,Puerto de Vega,01/01/2019,21.63,27.76,16,90,PALANGRE DE FONDO EN CANTABRICO NW,,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
2405,Rosa Los Vientos,3GI71-08,ESP000027138,224371120,EB2482,FALSO,,,2008,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Cudillero,01/01/2019,15.14,12,13.2,105,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
1130,Rosi (Comprador),3XXX0379,,,,VERDADERO,31/12/1999,,,,,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1967,Roteta,3XXX0380,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1133,Rouing Swam,3XXX0701,,,,VERDADERO,31/12/1999,baja por cese de ventas. No se localiza el buque,,,,,01/01/2019,Irlanda,01/01/2019,,,,,,,,,Pabellón extranjero,
2660,Roymar,3VI7114,ESP000027629,225982487,EA3742,FALSO,,,2014,01/01/2019,GNS_DEF_80-99_0_0,,01/01/2019,Laxe,01/01/2019,50.35,52.46,19.25,168,VOLANTA EN CANTABRICO NW,,Bajura,,VOLANTA EN CANTABRICO NW,
1135,Ruiz Gochi Bi,3ST42-93,ESP000022515,,,VERDADERO,12/01/2010,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Santander,01/01/2019,115,256.36,26,320,Cantabrico Noroeste,Arrastre de Fondo,Arrastre de Fondo,Arrastre de Fondo,ARRASTRE DE FONDO EN CANTABRICO NW,
1969,Sabe Dios,3VI45695,ESP000004271,,,VERDADERO,03/06/2014,,,,,,01/01/2019,Donostia,,,,,,,,,,,
2390,Safran,3FE25-00,ESP000024635,224113690,EB5030,FALSO,,,2000,01/01/2019,GNS_DEF_80-99_0_0,LHM_SPF_0_0_0,01/01/2019,Vicedo,01/01/2019,19.88,66.83,17.5,128,VOLANTA EN CANTABRICO NW,,Bajura,VOLANTA EN CANTABRICO NW,VOLANTA EN CANTABRICO NW,
1971,Sagrada Familia,3BI12936,ESP000000276,,,VERDADERO,06/07/1999,,,,,,01/01/2019,Santander,,,,,,,,,,,
2664,Saint Gothard,CC 683638,FRA000683638,227378000,FHVG,FALSO,,En censo europeo aparece como retirado desde 18/12/14 por RET  Change of activity (exit),1987,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Concarneau,01/01/2019,226.14,273,32.8,588,,,,,Pabellón extranjero,
2621,Saint Jean PPN,BA 899847,FRA000899847,227146400,FPZI,FALSO,,,2002,01/01/2019,PTM_SPF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,91.41,136.18,21,316,,,,,Pabellón extranjero,
2810,Sainte Marie de la Mer II,DP933781,FRA000933781,228099700,FJZU,FALSO,,,2018,,,,,,,,,,,,,,,,
1139,Salamander,S34,IRL000I11124,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Skibbereen,01/01/2019,,,,,,,,,Pabellón extranjero,
1140,Salazie,RY 594941,FRA000594941,,,VERDADERO,03/12/2009,,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Royan,01/01/2019,,,,,,,,,Pabellón extranjero,
1141,Saleta,3VILL15-95,ESP000023178,224019680,EA9559,FALSO,,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Carreira,01/01/2019,44.55,80.56,22,300,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1973,Salvador Divino,3BI22477,ESP000000122,,,VERDADERO,19/09/2000,,,,,,01/01/2019,Bermeo,,,,,,,,,,,
2181,Salvador Padre,3GI42188,ESP000021648,,,VERDADERO,09/05/2007,,1989,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Santoña,01/01/2019,16.54,21.02,14.73,130,RASCO EN CANTABRICO NW,,,,RASCO EN CANTABRICO NW,
1143,Sam,AC 231534,FRA000231534,,,VERDADERO,31/12/1998,Baja por cese de ventas. Hay varios Sam pero parece este.,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2204,Samanta Paz,3VI59509,ESP000003368,,,VERDADERO,09/01/2007,,1975,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,A Guarda,01/01/2019,9.14,7.76,12.2,128,CANTABRICO-NOROESTE,ARTES MENORES,ARTES MENORES,ARTES MENORES,ARTES MENORES EN CANTABRICO NW,
1144,San Adrian,3XXX0386,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
1145,San Adrian do Mar,3CO31543,ESP000013612,224050740,EA6484,FALSO,,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Ares,01/01/2019,44.96,41,18.25,328,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1146,San Antonio,3SS31412,ESP000013072,,,VERDADERO,14/10/2003,,1983,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Getaria,01/01/2019,9.25,9.36,11.8,87,ARTES MENORES EN CANTABRICO NW,Artes Menores,,,ARTES MENORES EN CANTABRICO NW,
1408,San Antonio Berria,3SS15-01,ESP000025320,224056170,EBXO,FALSO,,Entrada en servicio 18/7/02,2001,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Orio,01/01/2019,145.09,179,34.8,600,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
1147,San Cayetano,3SS21768,ESP000009079,,,VERDADERO,29/05/2003,,1967,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Donostia,01/01/2019,106.98,151.12,27,300,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1148,San Cristobal,3GI42168,ESP000000152,,,VERDADERO,06/09/2006,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Aviles,01/01/2019,105.53,109.5,23,280,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1976,San Eduardo,3BI40103,ESP000002916,,,VERDADERO,16/04/1998,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
1149,San Felicisimo Martir,3BI12954,ESP000003107,,,VERDADERO,29/05/2002,,1964,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Santoña,01/01/2019,88.3,89.7,21.95,402,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2138,San Fermin Berria,3SS16-03,ESP000025996,224114650,EBVW,FALSO,,Era el Beti San Fermín,2004,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,141.82,148,33.3,599,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
2587,San Fidel,3VILL12-00,ESP000024758,,,VERDADERO,01/12/2014,,2000,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Santa Uxia de Ribeira,01/01/2019,42.07,136,23,285,PALANGRE DE FONDO EN CANTABRICO NW,Palangre de fondo,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
1977,San Francisco Glorioso,3SS12041,ESP000009988,,,VERDADERO,31/01/1997,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1979,San Jose,3SS12211,ESP000009960,,,VERDADERO,01/12/1995,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1980,San Juan,3XXX0388,,,,VERDADERO,31/12/1995,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1981,San Juan de Dios Segundo,3SS21588,ESP000009989,,,VERDADERO,19/09/2000,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1153,San Luis Txikia,3SS21880,ESP000000145,,,VERDADERO,19/09/2008,,1973,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,42.81,47,18.96,360,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
2367,San Manuel,3CO31591,ESP000015650,,,FALSO,,,1988,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Laxe,01/01/2019,17.35,20.01,14.3,95,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
1983,San Marcial,3XXX0389,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
