Código,Buque,Folio,Código UE,Código MMSI,Código Radio,Baja,Fecha baja,Observaciones,Año construcción,Fecha metier,Metier principal,Metier secundario,Fecha puerto base,Puerto base,Fecha características técnicas,TRB,GT,Eslora,Potencia,Caladero principal,Tipo pesca principal,Segmento,Varios,CensoPorModalidad,Notas
1032,Ortube,3BI22745,ESP000000114,,,VERDADERO,30/05/2002,,1979,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,143.29,182,37.9,700,CERCO EN CANTABRICO NW,Cerco,,,CERCO EN CANTABRICO NW,
1033,Ortuzar Lekanda,3BI22866,ESP000016013,,,VERDADERO,26/07/2005,,1988,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,26.45,27,15.7,185,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1034,Ortzadar,3BI40223,ESP000016061,,,VERDADERO,26/03/2009,Es la única Pareja pelágica de Pasajes.,1989,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Pasaia,01/01/2019,279,424,39.6,795,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2597,Os Dous de Sempre (ex Siempre Cacharelos),3GI81-98,ESP000023878,224248550,EB3800,FALSO,,,1998,01/01/2019,LLD_LPF_0_0_0,,01/01/2019,Cedeira,01/01/2019,11.1,12.63,13,85,PALANGRE DE FONDO EN CANTABRICO NW,,,,PALANGRE DE FONDO EN CANTABRICO NW,
2625,Os Xuxos (ex Marino y Jose),3CO41-99,ESP000024253,224128680,EA402,FALSO,,,1999,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Camariñas,01/01/2019,23.85,54.27,17.5,145,CERCO EN CANTABRICO NW,CERCO,,,CERCO EN CANTABRICO NW,
1036,Oskarbi,3BI24-95,ESP000023089,224104960,EA9875,FALSO,,cambio de metier principal por logbooks IAI,1995,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,93,117.6,27.55,420,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
856,Oskorri (ex Marije),3BI22865,ESP000016059,,,VERDADERO,08/03/2006,,1988,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,19.8,21,13.95,135,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1037,Ostadar,3BI22588,ESP000000099,,,VERDADERO,10/07/2002,,1972,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,148.01,136,31.22,625,Cantabrico Noroeste,Cerco,,,CERCO EN CANTABRICO NW,
2218,Ostarte (ex Krexal),3SS32-05,ESP000026620,224050280,EA.8245,FALSO,,,2006,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,41.44,52,18,250,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
958,Ostarteuno (ex Nuevo Costas Beivide),3ST45-94,ESP000022902,,,VERDADERO,23/01/2013,,1994,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,19.95,22.41,16,120,,,,,,
2683,Otero,3SS33-15,ESP000027719,,,FALSO,,"El TRB es probablemente erroneo y sea 8,79   pero tanto en el censo nacional como en el europeo aparece 879 (IAI)",2015,01/01/2019,GNS_DEF_60-79_0_0,GTR_DEF_60-79_0_0,01/01/2019,Mutriku,01/01/2019,879,6.99,9.99,35,ARTES MENORES EN CANTABRICO NW,,,,ARTES MENORES EN CANTABRICO NW,
1470,Otoitz,3BI11-03,ESP000025614,224075440,EB5176,FALSO,,,2003,01/01/2019,GNS_DEF_60-79_0_0,LTL_LPF_0_0_0,01/01/2019,O Grove,01/01/2019,18.17,16.46,14.6,128,ARTES MENORES EN CANTABRICO NW,Artes menores,Artes menores,,ARTES MENORES EN CANTABRICO NW,
1926,Otxote,3XXX0353,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1366,Otzarri Berria,3BI22-01,ESP000024947,224025440,EA5261,FALSO,,,2001,01/01/2019,LLS_DEF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,89.02,85,25,420,PALANGRE DE FONDO EN CANTABRICO NW,PALANGRE DE FONDO,PALANGRE DE FONDO,,PALANGRE DE FONDO EN CANTABRICO NW,
1039,Ourusty,3XXX0496,,,,VERDADERO,31/12/1996,"Baja por cese de ventas, no aparece en el censo",,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2444,Ovejita,3ST61-93,ESP000022586,,,FALSO,,,1993,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,San Vicente de la Barquera,01/01/2019,9.15,7.17,11.32,70,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
1040,Ozentziyo,3SS12450,ESP000021838,224016850,EA2726,FALSO,,,1990,01/01/2019,GNS_DEF_>=100_0_0,LTL_LPF_0_0_0,01/01/2019,Donostia,01/01/2019,39.35,54,21.3,250,RASCO EN CANTABRICO NW,Rasco,Rasco,,RASCO EN CANTABRICO NW,
2154,P'tit Ours,AC 614522,FRA000614522,227120900,FVDE,FALSO,,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Arcachon,01/01/2019,29.43,58.96,16.33,279,,,,,Pabellón extranjero,
1041,Pablo,3XXX0354,,,,VERDADERO,31/12/1997,,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
1042,Pacalina Tercero,3GI22-96,ESP000012757,,,VERDADERO,17/03/2003,,1983,01/01/2019,GNS_DEF_60-79_0_0,FPO,01/01/2019,Santurtzi,01/01/2019,10.19,10.11,12.4,87,ARTES MENORES EN CANTABRICO NW,Artes Menores,,,ARTES MENORES EN CANTABRICO NW,
1927,Padilla,3SS12439,ESP000021297,,,VERDADERO,31/12/1998,"Fecha de baja en el PV, luego fué a Bustio y se desguazó en 20/12/2001",,,,,01/01/2019,Donostia,,,,,,,,,,,
1043,Padilla Anaiak,3SS12-98,ESP000024222,224214620,EB4409,FALSO,,,1999,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Hondarribia,01/01/2019,8.34,6.94,11.3,40,ARTES MENORES EN CANTABRICO NW,Artes Menores,Artes Menores,,ARTES MENORES EN CANTABRICO NW,
1044,Padre Jose,3ST11-94,ESP000022749,,,VERDADERO,18/10/2010,,1994,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Castro Urdiales,01/01/2019,73.42,75.57,26,216,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1045,Palacios,3XXX0355,,,,VERDADERO,31/12/2001,baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1928,Panelo Villa,3ST21347,ESP000003869,,,VERDADERO,01/04/1998,,,,,,01/01/2019,Laredo,,,,,,,,,,,
1046,Paphido II,LR 726712,FRA000726712,,,FALSO,,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,La Rochelle,01/01/2019,,,,,,,,,Pabellón extranjero,
1929,Paquita Perez,3ST31810,ESP000010615,,,VERDADERO,31/12/1999,baja por venta a Canarias,,,,,01/01/2019,Zierbena,,,,,,,,,,,
2778,Pasa Aqui,3CO21-19,ESP000100081,,,FALSO,,,2019,01/01/2019,PS_SPF_0_0_0,,01/01/2019,A Coruña,01/01/2019,52.16,62.83,22,175,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
1047,Pasai,3XXX0535,,,,VERDADERO,31/12/2000,,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
1930,Paseo Bastarre,3BI22399,ESP000000132,,,VERDADERO,22/05/2000,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1048,Patrice Therese,BA 443303,FRA000443303,,,VERDADERO,26/11/2009,,,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,85.61,,,600,,,,,Pabellón extranjero,
2544,Patrick C,DA77,IRL000I13683,,,FALSO,,,2007,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Drogheda,01/01/2019,,174,22,441,,,,,Pabellón extranjero,
1049,Patsyl,3XXX0733,,,,VERDADERO,31/12/2001,Baja por cese de ventas. No se encuentra en el censo,,01/01/2019,UNK_0_0_0,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1050,Patxaran,BA 492780,FRA000492780,,,VERDADERO,29/06/2012,,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
1053,Patxi-Mar,3XXX0572,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1051,Patxikin,3XXX0359,,,,VERDADERO,31/12/1997,,,,,,01/01/2019,Ondarroa,01/01/2019,,,,,,,,,,
1931,Patxikita (ex Francisco y Begoña),3BI22480,ESP000009528,,,VERDADERO,22/09/2000,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
2352,Peacock,LO 221465,FRA000221465,,,VERDADERO,11/06/2012,,1988,01/01/2019,GNS_DEF_60-79_0_0,FPO,01/01/2019,Lorient,01/01/2019,,3.63,6.22,37,,,,,Pabellón extranjero,
2334,Pedra do Mar,3CO23602,ESP000004012,224005670,EA7536,FALSO,,,1975,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Malpica de Bergantiños,01/01/2019,,43.16,16.4,240,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
2334,Pedra do Mar,3CO23602,ESP000004012,224005670,EA7536,FALSO,,,1975,01/01/2019,PS_SPF_0_0_0,,05/07/2019,Camariñas,01/01/2019,,43.16,16.4,240,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
1350,Pedriña Blanca (ex Justo Lecue),3ST61-00,ESP000024581,224006570,EAYR,FALSO,,,2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Cariño,01/01/2019,119.48,130,28.37,375,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
1055,Pedro Jose Berria,3SS31406,ESP000015219,224052460,EDYX,FALSO,,,1987,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Getaria,01/01/2019,149,192,34.4,750,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1933,Pedro Zamora,3XXX0590,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2214,Peixemar Dos,3CO21-02,ESP000025464,224273000,EBXX,FALSO,,,2002,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Celeiro,01/01/2019,225.01,392,38.8,878,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIa",ARRASTRE,ARRASTRE,,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1339,Peixiño primero (ex Bermagui),3ST23-00,ESP000024831,224015520,EA5101,FALSO,,,2000,01/01/2019,GNS_DEF_80-99_0_0,LHM_SPF_0_0_0,01/01/2019,Cariño,01/01/2019,61.5,86,23.45,420,VOLANTA EN CANTABRICO NW,,,,VOLANTA EN CANTABRICO NW,
1935,Pello eta Antxon,3XXX0362,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
2281,Peña Blanca,3VI59885,ESP000009543,,,VERDADERO,22/10/2009,En Cofr. ON me dicen que es de Celeiro pero en censo aparece Vigo,1972,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Vigo,01/01/2019,206.48,226,31,650,"ZONA CIEM VB, VI, VII Y VIIIABD",PALANGRE DE FONDO,PALANGRE DE FONDO,PALANGRE DE FONDO,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1061,Peña de Akatz,3BI22432,ESP000000102,,,VERDADERO,14/01/2002,Baja por el Diarios de Puerto de Juan Pedro,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Bermeo,01/01/2019,117.81,122,26.26,700,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1936,Peña de Oro,3BI22464,ESP000000153,,,VERDADERO,03/12/1998,Exportado,,,,,01/01/2019,Bermeo,,,,,,,,,,,
1062,Peña Rebollera,3GI42201,ESP000021764,,,VERDADERO,31/12/1996,baja por cese de ventas. Exportado a tunez en 2001,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Aviles,01/01/2019,63.07,115.83,23.5,380,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.,Palangre de Fondo,,,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde,
1063,Peña Verde,3SS12319,ESP000009410,,,VERDADERO,05/06/2009,,1975,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Celeiro,01/01/2019,227.36,249,36,665,"Zona CIEM Vb, VI, VII y VIIIabd",Palangre de Fondo,Palangre de Fondo,Palangre de Fondo,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
1060,Penas Brancas,3FE11-92,ESP000022328,,,VERDADERO,31/12/1996,Baja por cese de ventas,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Ribadeo,01/01/2019,17.32,30,16.95,120,Cantabrico Noroeste,Palangre de Fondo,Palangre de Fondo,Palangre de Fondo,PALANGRE DE FONDO EN CANTABRICO NW,
2447,Peñil Barcena,3ST62-98,ESP000024056,224069650,EA3690,FALSO,,,1998,01/01/2019,GNS_DEF_>=100_0_0,LHM_SPF_0_0_0,01/01/2019,San Vicente de la Barquera,01/01/2019,28.98,93.43,21,160,RASCO EN CANTABRICO NW,,Bajura,,RASCO EN CANTABRICO NW,
2378,Peñil Gonzalez,3ST61-98,ESP000023922,224061530,EA3460,FALSO,,,1998,01/01/2019,GNS_DEF_>=100_0_0,LHM_SPF_0_0_0,01/01/2019,San Vicente de la Barquera,01/01/2019,43.13,56.53,18.5,222,RASCO EN CANTABRICO NW,,bajura,,RASCO EN CANTABRICO NW,
2602,Peninsula,L 2028 C,PRT000001056,263435000,CUWL,FALSO,,,1976,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Leixoes,01/01/2019,,266,34.5,720.05,,,,,Pabellón extranjero,
2313,Pepin Calvita,3ST41-99,ESP000024146,224221450,EB4481,FALSO,,,1999,01/01/2019,LLS_DEF_0_0_0,GNS_DEF_60-79_0_0,01/01/2019,Pasaia,01/01/2019,17.14,15.39,14.98,120,ARTES MENORES EN CANTABRICO NW,Artes Menores,Artes Menores,,ARTES MENORES EN CANTABRICO NW,
1937,Percebe,3XXX0656,,,,VERDADERO,31/12/1998,,,,,,01/01/2019,Pasaia,,,,,,,,,,,
2227,Pere Yvon,BA 518423,FRA000518423,,,VERDADERO,13/12/2012,,1981,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Bayonne,01/01/2019,,114,22.85,,,,,,Pabellón extranjero,
1066,Perla de Laredo,3ST21404,ESP000003870,,,VERDADERO,12/09/2001,,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Mutriku,01/01/2019,46.57,46,,150,Cantabrico Noroeste,Palangre de Fondo,Palangre de Fondo,Palangre de Fondo,PALANGRE DE FONDO EN CANTABRICO NW,
2209,Perla do Mar,3CO73-94,ESP000022864,,,VERDADERO,13/11/2006,,1994,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Pasaia,01/01/2019,12.5,16.94,14.15,141,CANTABRICO-NOROESTE,ARTES MENORES,ARTES MENORES,ARTES MENORES,ARTES MENORES EN CANTABRICO NW,
1938,Pesca Saenz,3XXX0662,,,,VERDADERO,31/12/1999,Baja por cese de ventas,,,,,01/01/2019,Desconocido,,,,,,,,,,,
1069,Pescados Conde C.B.,3XXX0364,,,,VERDADERO,31/01/2005,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
2109,Pescados Felgar,3XXX0854,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
1415,Pescados Ire,3XXX0821,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
1070,Pescados J. Otxoa,3XXX0574,,,,VERDADERO,01/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1416,Pescados Ladimar S.L.,3XXX0822,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
1071,Pescados Miguez S.L.,3XXX0613,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
197,Pescados Repiso,3XXX0079,,,,VERDADERO,31/12/2001,,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,01/01/2019,,,,,,,,,,
1382,Pescados Ruiz S.L.,3XXX0804,,,,VERDADERO,31/12/2002,,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
2145,Pescados Salbio S.L.,3XXX0007,,,,VERDADERO,31/12/2005,"(Palangreros) barcos gallegos de bandera inglesa faenando en irlanda
Baja por cese de ventas",,01/01/2019,UNK_0_0_0,,01/01/2019,Gran Bretaña,,,,,,,,,,,
2194,Pescados y Mariscos Lau Casal,3XXX0047,,,,VERDADERO,31/12/2005,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Desconocido,,,,,,,,,,,
2511,Pescalema (ex Iriana),GC11-95,ESP000023081,224042130,E-B7664,FALSO,,,1995,01/01/2019,LLD_LPF_0_0_0,,01/01/2019,Muxia,01/01/2019,29.71,59.28,18.4,120,PALANGRE DE SUPERFICIE CALADERO NACIONAL,PALANGRE DE SUPERFICIE,,,PALANGRE DE SUPERFICIE CALADERO NACIONAL,
1073,Pescamar,3CO23837,ESP000005027,,,VERDADERO,28/01/2002,,1969,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Ondarroa,01/01/2019,253.7,236,36.8,950,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2598,Pescarosa Cuarto,3VILL19-00,ESP000025499,224076590,ECCN,FALSO,,,2003,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Santa Uxia de Ribeira,01/01/2019,145,237,26.1,430,ARRASTRE DE FONDO EN CANTABRICO NW,ARRASTRE,,,ARRASTRE DE FONDO EN CANTABRICO NW,
1074,Petachos,3SS12393,ESP000014701,,,VERDADERO,20/07/2006,censo mapa: cambia a otra lista,1985,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Getaria,01/01/2019,2.45,2.82,6.95,30,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
1075,Petatxe Berria,3BI32-98,ESP000024207,,,VERDADERO,05/05/2011,,1998,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Santurtzi,01/01/2019,30.64,46.56,16.85,185,Cantabrico Noroeste,Artes Menores,Artes Menores,Artes Menores,ARTES MENORES EN CANTABRICO NW,
935,Petit Blaireau (ex Nicolas),LR 783605,FRA000783605,,,VERDADERO,31/12/2006,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,Arcachon,01/01/2019,,,,,,,,,Pabellón extranjero,
2185,Petit Cailloc,AC 905345,FRA000905345,,,VERDADERO,31/12/2005,Baja por cese de ventas,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Arcachon,,,,,,,,,,,
2642,Petit Simon,AC 662781,FRA000662781,228950000,FHAU,FALSO,,,1985,01/01/2019,OTB_DEF_>=70_0_0,PTM,01/01/2019,Arcachon,01/01/2019,46.73,70.43,16.8,294,,,,,Pabellón extranjero,
2372,Pico da Lebre,3FE11915,ESP000021836,224042970,EB7323,FALSO,,,1990,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,Celeiro,01/01/2019,21.37,45.5,15.75,86,PALANGRE DE FONDO EN CANTABRICO NW,,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
1942,Pilar Martinez,3XXX0587,,,,VERDADERO,31/12/1996,,,,,,01/01/2019,Hondarribia,,,,,,,,,,,
1080,Pilar Torre,3ST24-96,ESP000023295,,,VERDADERO,31/12/1998,Baja por cese de ventas,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Colindres,01/01/2019,136.99,177,32.5,430,CERCO EN CANTABRICO NW,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1080,Pilar Torre,3ST24-96,ESP000023295,,,VERDADERO,31/12/1998,Baja por cese de ventas,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Colindres,16/08/2019,,204,36.5,429.9,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
1081,Pilarcho,3SS31296,ESP000001700,,,VERDADERO,06/05/2002,Hundimiento sustitutorio de desguace.,1967,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Mutriku,01/01/2019,127.05,127,27.52,450,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1083,Piranha,LR 466855,FRA000466855,,,VERDADERO,31/12/1999,Baja por cese de ventas,,01/01/2019,OTB_DEF_70-99_0_0,,01/01/2019,La Rochelle,01/01/2019,,,,,,,,,Pabellón extranjero,
1085,Pittar,3SS14-99,ESP000024561,224004680,EAXC,FALSO,,,1999,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,128.64,139,28,500,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
1440,Placida,BA 487111,FRA000487111,,,VERDADERO,23/07/2004,,,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Bayonne,,,,,,,,,,,
2665,Plaia de Esteiro,3CO64-98,ESP000024091,224050990,EAUV,FALSO,,,1999,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Muros,25/01/2019,,217.82,28,695.8,ARRASTRE DE FONDO EN CANTABRICO NW,,,,ARRASTRE DE FONDO EN CANTABRICO NW,
2665,Plaia de Esteiro,3CO64-98,ESP000024091,224050990,EAUV,FALSO,,,1999,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Muros,01/01/2019,132,217.82,28,340,ARRASTRE DE FONDO EN CANTABRICO NW,Arrastre,,,ARRASTRE DE FONDO EN CANTABRICO NW,
1086,Plati,3BI40219,ESP000015977,,,VERDADERO,15/02/2005,"fecha de baja la de venta a Burela, fecha real de desguace 4/6/2010",1988,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Ondarroa,01/01/2019,148.39,247,32,395,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
1948,Playa Cillero,3GI42151,ESP000000285,,,VERDADERO,16/09/1996,"Error en la asignacion de codidos. Buque desguazado el 16/9/96, pero tenemos mareas asignadas hasta 1999",,,,,01/01/2019,San Vicente de la Barquera,,,,,,,,,,,
1343,Playa de Arbeyal,3GI42-98,ESP000023930,224938000,EA3510,FALSO,,,1998,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,El Musel-Gijon,01/01/2019,73.49,157.42,25,213,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.,PALANGRE DE FONDO,PALANGRE DE FONDO,,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde,
1087,Playa de Ares,3FE42993,ESP000002278,,,VERDADERO,10/01/2005,,,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Aviles,01/01/2019,34.23,33.86,17.34,220,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1352,Playa de Covas,3FE26-00,ESP000024730,224012850,EA4862,FALSO,,,2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Celeiro,01/01/2019,39.2,80,21.3,280,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
2341,Playa de Luarca,3GI84-95,ESP000023025,224082460,EA8882,FALSO,,,1995,01/01/2019,GNS_DEF_80-99_0_0,,01/01/2019,Luarca,01/01/2019,34.03,77.61,18,228,VOLANTA EN CANTABRICO NW,,,,VOLANTA EN CANTABRICO NW,
1088,Playa de Ondarzabal,3BI12978,ESP000000083,,,VERDADERO,22/04/2002,"Este barco de baja desde el 10 de abril de 2002. En su lugar Ondarzábal.Sí, es del ayuntamiento ahora y está en lista 8ª (Peli).",1968,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Lekeitio,01/01/2019,120.49,116,26.1,425,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2369,Playa de Traba,3CO33-92,ESP000022378,224056960,EB7385,FALSO,,,1992,01/01/2019,GNS_DEF_60-79_0_0,,01/01/2019,Camariñas,01/01/2019,14.7,31.28,15.4,75,ARTES MENORES EN CANTABRICO NW,ARTES MENORES,ARTES MENORES,,ARTES MENORES EN CANTABRICO NW,
2607,Playa de Tuya,SO 285,ESP000022941,228067700,FIUW_,FALSO,,"Vendido fuera, en censo europeo mantiene ESP en el código.",,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,279,33.5,361,,,,,Pabellón extranjero,
2742,Playa del Astilleru,3GI3114,ESP000027558,224627380,EA2620,FALSO,,,2014,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Lastres,01/01/2019,23.77,25.12,14.99,115,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
2742,Playa del Astilleru,3GI3114,ESP000027558,224627380,EA2620,FALSO,,,2014,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,29/03/2019,Santurtzi,01/01/2019,23.77,25.12,14.99,115,CERCO EN CANTABRICO NW,,,,CERCO EN CANTABRICO NW,
1090,Playa del Rosal,3ST60612,ESP000006923,,,VERDADERO,31/12/1995,baja por cese de ventas,,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,San Vicente de la Barquera,01/01/2019,19.9,25.32,14.6,128,Cantabrico Noroeste,Palangre de Fondo,Palangre de Fondo,Palangre de Fondo,PALANGRE DE FONDO EN CANTABRICO NW,
1091,Pollete,3XXX0679,,,,VERDADERO,31/12/1998,Baja por cese de ventas. No se encuentra el barco en el censo,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
2743,Pombo Seis,3VILL13-00,ESP000024844,,EAZV,FALSO,,,2001,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Santa Uxia de Ribeira,01/01/2019,148.25,252,25.26,330,ARRASTRE DE FONDO EN CANTABRICO NW,,,,ARRASTRE DE FONDO EN CANTABRICO NW,
